timestamp_iso,epoch_ms,elapsed_ms,value_adc,packet_id,channel,dongle_addr,ring_addr,event,raw
2026-06-15T08:11:54.323Z,1781511114323,2029757,154,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;154"
2026-06-15T08:11:57.457Z,1781511117457,2032891,143,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;143"
2026-06-15T08:12:00.543Z,1781511120543,2035977,135,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;135"
2026-06-15T08:12:03.656Z,1781511123656,2039090,119,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;119"
2026-06-15T08:12:06.731Z,1781511126731,2042165,107,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;107"
2026-06-15T08:12:09.851Z,1781511129851,2045285,105,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;105"
2026-06-15T08:12:13.012Z,1781511133012,2048446,103,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;103"
2026-06-15T08:12:16.078Z,1781511136078,2051512,103,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;103"
2026-06-15T08:12:19.141Z,1781511139141,2054575,109,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;109"
2026-06-15T08:12:22.226Z,1781511142226,2057660,102,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;102"
2026-06-15T08:12:25.372Z,1781511145372,2060806,106,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;106"
2026-06-15T08:12:28.494Z,1781511148494,2063928,112,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;112"
2026-06-15T08:12:31.587Z,1781511151587,2067021,109,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;109"
2026-06-15T08:12:34.668Z,1781511154668,2070102,105,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;105"
2026-06-15T08:12:37.808Z,1781511157808,2073242,98,D8730,01,CEE3,CAFE,"","D8730:01[CEE3];CAFE;98"
